"element","sp_num","obs_wl_air(nm)","unc_obs_wl","ritz_wl_air(nm)","unc_ritz_wl","wn(cm-1)","intens","Aki(s^-1)","Acc","Ei(cm-1)","Ek(cm-1)","conf_i","term_i","J_i","conf_k","term_k","J_k","Type","tp_ref","line_ref","","wavenumber_cm","ell","wavenumber_source"
"Mn","2","239.580","0.0015","239.5805","0.0005","41727.0","1","","","49291.36","91018.27","3d6","b 1F","3","3d5.(b 2F).4p","u 3G*","3","","","L562","",41727,10.6389036802752,"wn(cm-1)"
"Mn","2","239.543","0.0015","239.54325","0.00017","41733.4","30","","","31662.04","73395.444","3d6","a 3F","3","3d5.(4D).4p","y 3D*","3","","","L562","",41733.4,10.6390570464228,"wn(cm-1)"
"Mn","2","239.5383","0.0006","239.53814","0.00017","41734.25","40","","","31662.04","73396.334","3d6","a 3F","3","3d5.(4D).4p","y 3D*","2","","","L562","",41734.25,10.639077413595,"wn(cm-1)"
"Mn","2","239.454","0.0015","","","41748.9","25","","","","","","","","","","","","","L562","",41748.9,10.6394283826265,"wn(cm-1)"
"Mn","2","239.4395","0.0006","239.4393","0.0003","41751.49","10","","","49427.371","91178.90","3d5.(2G).4s","c 3G","4","3d5.(b 2F).4p","u 3G*","4","","","L562","",41751.49,10.6394904182649,"wn(cm-1)"
"Mn","2","239.370","0.0015","","","41763.6","3","","","","","","","","","","","","","L562","",41763.6,10.6397804257375,"wn(cm-1)"
"Mn","2","239.252","0.0015","239.2510","0.0003","41784.2","10","","","49517.69","91302.06","3d5.(2G).4s","c 3G","5","3d5.(b 2F).4p","u 3G*","5","","","L562","",41784.2,10.6402735566258,"wn(cm-1)"
"Mn","2","239.1281","0.0006","","","41805.83","20","","","","","","","","","","","","","L562","",41805.83,10.6407910824715,"wn(cm-1)"
"Mn","2","238.9792","0.0006","","","41831.90","2","","","","","","","","","","","","","L562","",41831.9,10.6414144853507,"wn(cm-1)"
"Mn","2","238.9490","0.0006","","","41837.18","30","","","","","","","","","","","","","L562","",41837.18,10.6415406968498,"wn(cm-1)"
"Mn","2","238.9075","0.0006","","","41844.45","5","","","","","","","","","","","","","L562","",41844.45,10.6417144506358,"wn(cm-1)"
"Mn","2","238.8973","0.0006","238.89917","0.00023","41846.23","20","","","39813.76","81659.67","3d5.(4D).4s","b 3D","2","3d5.(2D).4p","x 3D*","3","","","L562","",41846.23,10.6417569882278,"wn(cm-1)"
"Mn","2","238.872","0.0015","238.87485","0.00017","41850.6","5","","","44139.031","85989.20","3d5.(2D).4s","c 3D","1","3d5.(4F).4p","3F*","2","","","L562","",41850.6,10.6418614127324,"wn(cm-1)"
"Mn","2","238.870","0.0015","238.86909","0.00023","41851.0","20","","","39808.492","81659.67","3d5.(4D).4s","b 3D","3","3d5.(2D).4p","x 3D*","3","","","L562","",41851,10.6418709704947,"wn(cm-1)"
"Mn","2","238.802","0.0015","","","41862.9","2","","","","","","","","","","","","","L562","",41862.9,10.6421552721479,"wn(cm-1)"
