element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 21,wavenumber_cm,ell,wavenumber_source
Ti,2,226.675,,226.672902,0.000009,44102.4,1:,,,8744.3406,52847.1337,3d2.(1D).4s,a 2D,5/2,3d.(2D).4s.4p.(3P*),4D*,7/2,,,L5432,,44102.4,10.694269481722834,wn(cm-1)
Ti,2,226.509810,0.000015,226.509809,0.000012,44134.545,34,,,25192.9650,69327.5102,3d.4s2,c 2D,5/2,3d.(2D).4s.4p.(1P*),v 2D*,3/2,,,u37,,44134.545,10.694998088122842,wn(cm-1)
Ti,2,226.16071,0.00005,226.160662,0.000012,44202.664,11,,,15265.7001,59468.374,3d2.(1G).4s,b 2G,7/2,3d.(2D).4s.4p.(3P*),w 2F*,7/2,,,u37,,44202.664,10.696540337742748,wn(cm-1)
Ti,2,226.118976,0.000010,226.118980,0.000012,44210.822,416,,,15257.5527,59468.374,3d2.(1G).4s,b 2G,9/2,3d.(2D).4s.4p.(3P*),w 2F*,7/2,,,u37,,44210.822,10.69672487972593,wn(cm-1)
Ti,2,225.96466,0.00005,225.964733,0.000011,44241.012,10,,,29734.6206,73975.618,3d2.(3F).4p,z 4G*,7/2,3d2.(1D).4d,2F,5/2,,,u37,,44241.012,10.697407511160621,wn(cm-1)
Ti,2,225.326385,0.000010,225.326389,0.000011,44366.320,360,,,24961.1910,69327.5102,3d.4s2,c 2D,3/2,3d.(2D).4s.4p.(1P*),v 2D*,3/2,,,u37,,44366.32,10.700235902010638,wn(cm-1)
Ti,2,225.006765,0.000010,225.006770,0.000010,44429.336,670,,,25192.9650,69622.3000,3d.4s2,c 2D,5/2,3d.(2D).4s.4p.(1P*),v 2D*,5/2,,,u37,,44429.336,10.7016552509612,wn(cm-1)
Ti,2,224.05730,0.00005,224.057248,0.000010,44617.592,11,,,31207.5111,75825.1131,3d2.(3F).4p,z 2F*,5/2,3d2.(1D).4d,2D,3/2,,,u37,,44617.592,10.705883499699244,wn(cm-1)
Ti,2,223.838959,0.000010,223.838959,0.000008,44661.109,68,,,24961.1910,69622.3000,3d.4s2,c 2D,3/2,3d.(2D).4s.4p.(1P*),v 2D*,5/2,,,u37,,44661.109,10.706858357150326,wn(cm-1)
Ti,2,223.091887,0.000010,223.091898,0.000009,44810.652,227,,,8744.3406,53554.9903,3d2.(1D).4s,a 2D,5/2,3d.(2D).4s.4p.(3P*),w 2D*,5/2,,,u37,,44810.652,10.710201157997922,wn(cm-1)
Ti,2,222.92391,0.00002,222.923867,0.000009,44844.414,19,,,8710.5675,53554.9903,3d2.(1D).4s,a 2D,3/2,3d.(2D).4s.4p.(3P*),w 2D*,5/2,,,u37,,44844.414,10.71095431123515,wn(cm-1)
Ti,2,222.88159,0.00003,222.881602,0.000009,44852.929,18,,,8744.3406,53597.2664,3d2.(1D).4s,a 2D,5/2,3d.(2D).4s.4p.(3P*),w 2D*,3/2,,,u37,,44852.929,10.711144171932041,wn(cm-1)
Ti,2,222.713878,0.000010,222.713888,0.000009,44886.701,139,,,8710.5675,53597.2664,3d2.(1D).4s,a 2D,3/2,3d.(2D).4s.4p.(3P*),w 2D*,3/2,,,u37,,44886.701,10.71189683832022,wn(cm-1)
Ti,2,221.95282,0.00004,221.952860,0.000010,45040.599,13,,,32767.1961,77807.7864,3d2.(3F).4p,z 4D*,7/2,3d2.(3P).4d,4P,5/2,,,u37,,45040.599,10.715319562014658,wn(cm-1)
Ti,2,221.47111,0.00016,221.471108,0.000007,45138.56,3,,,32602.6265,77741.1809,3d2.(3F).4p,z 4D*,3/2,3d2.(3P).4d,4P,3/2,,,u37,,45138.56,10.717492149109475,wn(cm-1)
Ti,2,221.193719,0.000020,221.193710,0.000009,45195.155,23,,,31301.0653,76496.2220,3d2.(3F).4p,z 4F*,9/2,3d2.(3P).4d,4F,9/2,,,u37,,45195.155,10.718745169809548,wn(cm-1)
Ti,2,221.01578,0.00010,221.015862,0.000009,45231.538,5,,,31113.6764,76345.1973,3d2.(3F).4p,z 4F*,7/2,3d2.(3P).4d,4D,7/2,,,u37,,45231.538,10.719549865873427,wn(cm-1)
Ti,2,220.54710,0.00005,220.547148,0.000009,45327.649,10,,,31113.6764,76441.3150,3d2.(3F).4p,z 4F*,7/2,3d2.(3P).4d,4F,7/2,,,u37,,45327.649,10.721672478482251,wn(cm-1)
Ti,2,220.51894,0.00003,220.518982,0.000011,45333.437,18,,,32025.5915,77359.019,3d2.(3F).4p,z 2D*,5/2,3d2.(3P).4d,2F,7/2,,,u37,,45333.437,10.72180016281217,wn(cm-1)
Ti,2,220.42547,0.00012,220.425471,0.000020,45352.66,4,,,30958.5846,76311.242,3d2.(3F).4p,z 4F*,5/2,3d2.(3P).4d,4F,5/2,,,u37,,45352.66,10.722224108729435,wn(cm-1)
Ti,2,220.38978,0.00012,220.389789,0.000008,45360.00,4,,,32698.1022,78058.1017,3d2.(3F).4p,z 4D*,5/2,3d2.(3P).4d,2P,3/2,,,u37,,45360.0,10.722385938401633,wn(cm-1)
Ti,2,220.36734,0.00002,220.367365,0.000010,45364.619,21,,,34748.5062,80113.1209,3d2.(3F).4p,z 2G*,9/2,3d2.(1G).4d,2G,9/2,,,u37,,45364.619,10.722487763023327,wn(cm-1)
Ti,2,220.132613,0.000010,220.132616,0.000010,45412.987,60,,,25192.9650,70605.9514,3d.4s2,c 2D,5/2,3d.(2D).4s.4p.(1P*),v 2F*,5/2,,,u37,,45412.987,10.723553400391582,wn(cm-1)
Ti,2,219.55225,0.00003,219.552255,0.000011,45533.019,17,,,34543.3799,80076.398,3d2.(3F).4p,z 2G*,7/2,3d2.(1G).4d,2G,7/2,,,u37,,45533.019,10.726193034059392,wn(cm-1)
Ti,2,219.33257,0.00005,219.332508,0.000011,45578.620,10,,,31756.6406,77335.2729,3d2.(3F).4p,z 2D*,3/2,3d2.(3P).4d,2F,5/2,,,u37,,45578.62,10.727194025904302,wn(cm-1)
Ti,2,219.014713,0.000010,219.014716,0.000009,45644.761,790,,,24961.1910,70605.9514,3d.4s2,c 2D,3/2,3d.(2D).4s.4p.(1P*),v 2F*,5/2,,,u37,,45644.761,10.728644114924569,wn(cm-1)
Ti,2,218.751622,0.000010,218.751626,0.000009,45699.652,1270,,,25192.9650,70892.6160,3d.4s2,c 2D,5/2,3d.(2D).4s.4p.(1P*),v 2F*,7/2,,,u37,,45699.652,10.729845961973654,wn(cm-1)
Ti,2,218.67536,0.00006,218.675352,0.000007,45715.588,8,,,32025.5915,77741.1809,3d2.(3F).4p,z 2D*,5/2,3d2.(3P).4d,4P,3/2,,,u37,,45715.588,10.730194612814834,wn(cm-1)
Ti,2,217.34035,0.00009,217.340377,0.000009,45996.365,5,,,31756.6406,77753.0000,3d2.(3F).4p,z 2D*,3/2,3d2.(3P).4d,4P,1/2,,,u37,,45996.365,10.736317650609719,wn(cm-1)
Ti,2,217.16966,0.00003,217.169675,0.000008,46032.513,14,,,32025.5915,78058.1017,3d2.(3F).4p,z 2D*,5/2,3d2.(3P).4d,2P,3/2,,,u37,,46032.513,10.737103230150502,wn(cm-1)
Ti,2,216.94034,0.00006,216.940366,0.000010,46081.168,8,,,34748.5062,80829.6682,3d2.(3F).4p,z 2G*,9/2,3d2.(1G).4d,2H,11/2,,,u37,,46081.168,10.738159642270759,wn(cm-1)
Ti,2,216.47229,0.00009,216.472234,0.000008,46180.791,5,,,31756.6406,77937.4445,3d2.(3F).4p,z 2D*,3/2,3d2.(3P).4d,2P,1/2,,,u37,,46180.791,10.740319211388904,wn(cm-1)
Ti,2,216.267842,0.000010,216.267843,0.000010,46224.444,146,,,10024.8009,56249.2448,3d2.(3P).4s,b 4P,5/2,3d.(2D).4s.4p.(3P*),y 4P*,3/2,,,u37,,46224.444,10.741264028059677,wn(cm-1)
Ti,2,216.17282,0.00007,216.172775,0.000011,46244.761,7,,,34543.3799,80788.150,3d2.(3F).4p,z 2G*,7/2,3d2.(1G).4d,2H,9/2,,,u37,,46244.761,10.741703460848722,wn(cm-1)
Ti,2,216.163,,216.161389,0.000010,46246.9,1:,,,9975.9994,56223.205,3d3,a 2P,3/2,3d.(2D).4s.4p.(3P*),y 4P*,1/2,,,L5432,,46246.9,10.741749713667133,wn(cm-1)
Ti,2,216.12369,0.00007,216.123641,0.000009,46255.271,7,,,30240.9396,76496.2220,3d2.(3F).4p,z 4G*,11/2,3d2.(3P).4d,4F,9/2,,,u37,,46255.271,10.74193070401433,wn(cm-1)
Ti,2,216.06043,0.00012,216.060361,0.000008,46268.81,4,,,25192.9650,71461.7932,3d.4s2,c 2D,5/2,3d2.(3F).5p,4G*,5/2,,,u37,,46268.81,10.742223362962147,wn(cm-1)
Ti,2,216.040,,216.039733,0.000010,46273.2,0:,,,9975.9994,56249.2448,3d3,a 2P,3/2,3d.(2D).4s.4p.(3P*),y 4P*,3/2,,,L5432,,46273.2,10.742318238792125,wn(cm-1)
Ti,2,215.950192,0.000010,215.950199,0.000010,46292.430,133,,,9930.7766,56223.205,3d2.(3P).4s,b 4P,3/2,3d.(2D).4s.4p.(3P*),y 4P*,1/2,,,u37,,46292.43,10.742733727786833,wn(cm-1)
Ti,2,215.908645,0.000010,215.908649,0.000009,46301.337,324,,,10024.8009,56326.1371,3d2.(3P).4s,b 4P,5/2,3d.(2D).4s.4p.(3P*),y 4P*,5/2,,,u37,,46301.337,10.742926116547245,wn(cm-1)
Ti,2,215.828768,0.000010,215.828781,0.000010,46318.471,44,,,9930.7766,56249.2448,3d2.(3P).4s,b 4P,3/2,3d.(2D).4s.4p.(3P*),y 4P*,3/2,,,u37,,46318.471,10.743296102202915,wn(cm-1)
Ti,2,215.680536,0.000019,215.680513,0.000019,46350.301,26,,,9872.899,56223.205,3d2.(3P).4s,b 4P,1/2,3d.(2D).4s.4p.(3P*),y 4P*,1/2,,,u37,,46350.301,10.743983065039798,wn(cm-1)
Ti,2,215.580,,215.578715,0.000011,46371.9,0:,,,9851.0145,56223.205,3d3,a 2P,1/2,3d.(2D).4s.4p.(3P*),y 4P*,1/2,,,L5432,,46371.9,10.744448951314233,wn(cm-1)
Ti,2,215.559406,0.000010,215.559397,0.000019,46376.344,134,,,9872.899,56249.2448,3d2.(3P).4s,b 4P,1/2,3d.(2D).4s.4p.(3P*),y 4P*,3/2,,,u37,,46376.344,10.744544780621867,wn(cm-1)
Ti,2,215.480679,0.000019,215.480677,0.000008,46393.286,27,,,25192.9650,71586.2514,3d.4s2,c 2D,5/2,3d2.(3F).5p,4G*,7/2,,,u37,,46393.286,10.744910029468679,wn(cm-1)
Ti,2,215.471045,0.000010,215.471043,0.000008,46395.360,131,,,9930.7766,56326.1371,3d2.(3P).4s,b 4P,3/2,3d.(2D).4s.4p.(3P*),y 4P*,5/2,,,u37,,46395.36,10.744954733214014,wn(cm-1)
Ti,2,215.458,,215.457714,0.000011,46398.2,2:,,,9851.0145,56249.2448,3d3,a 2P,1/2,3d.(2D).4s.4p.(3P*),y 4P*,3/2,,,L5432,,46398.2,10.745015944358427,wn(cm-1)
Ti,2,214.983319,0.000014,214.983327,0.000007,46500.604,40,,,24961.1910,71461.7932,3d.4s2,c 2D,3/2,3d2.(3F).5p,4G*,5/2,,,u37,,46500.604,10.7472205807384,wn(cm-1)
Ti,2,214.90159,0.00005,214.901538,0.000008,46518.287,9,,,32025.5915,78543.8893,3d2.(3F).4p,z 2D*,5/2,3d2.(3P).4d,2D,5/2,,,u37,,46518.287,10.747600783082738,wn(cm-1)
Ti,2,214.688,,214.690990,0.000010,46564.5,0:,,,12758.2597,59322.173,3d3,b 2D2,5/2,3d.(2D).4s.4p.(3P*),w 2F*,5/2,,,L5432,,46564.5,10.748593727219594,wn(cm-1)
Ti,2,214.389,,214.387988,0.000019,46629.6,3:,,,12758.2597,59387.976,3d3,b 2D2,5/2,3d.(2D).4s.4p.(3P*),2P*,3/2,,,L5432,,46629.6,10.749990811597012,wn(cm-1)
Ti,2,214.28727,0.00003,214.287305,0.000019,46651.630,15,,,16625.2441,63276.867,3d2.(3P).4s,b 2P,3/2,3d2.(1S).4p,2P*,1/2,,,u37,,46651.63,10.750463146715441,wn(cm-1)
Ti,2,214.093,,214.095890,0.000011,46693.9,1:,,,12628.8455,59322.173,3d3,b 2D2,3/2,3d.(2D).4s.4p.(3P*),w 2F*,5/2,,,L5432,,46693.9,10.751368814140314,wn(cm-1)
Ti,2,214.020,,214.018939,0.000010,46709.9,0:,,,12758.2597,59468.374,3d3,b 2D2,5/2,3d.(2D).4s.4p.(3P*),w 2F*,7/2,,,L5432,,46709.9,10.751711412624669,wn(cm-1)
Ti,2,213.92280,0.00006,213.922849,0.000011,46731.105,7,,,9518.1516,56249.2448,3d3,a 4P,5/2,3d.(2D).4s.4p.(3P*),y 4P*,3/2,,,u37,,46731.105,10.752165281894676,wn(cm-1)
